video_id,original,cleaned,sentiment,entities
9jaWJSIP3LM,Jai Annamalai,jai annamalai,Positive,BJP
9jaWJSIP3LM,"Big supporter of Annamalai, but they way ADMK and BJP campaigning, looks like it will take 5 more years for you to wear slipper and shoe",big supporter of annamalai but they way admk and bjp campaigning looks like it will take 5 more years for you to wear slipper and shoe,Negative,"DMK,BJP"
9jaWJSIP3LM,Tharkuri annamalai 😂,tharkuri annamalai,Negative,BJP
9jaWJSIP3LM,Annamalai god be with you,annamalai god be with you,Positive,BJP
9jaWJSIP3LM,Both have no clue about Tamilnadu population,both have no clue about tamilnadu population,Negative,
9jaWJSIP3LM,They are dragging Tamilnadu down Annamalai should check the states ruled by BJP first 😂😂😂😂,they are dragging tamilnadu down annamalai should check the states ruled by bjp first,Negative,BJP
9jaWJSIP3LM,Aaruthra scammer fraud Malai 😂😂,aaruthra scammer fraud malai,Negative,
9jaWJSIP3LM,"Tamil nadu is visibly in top in every aspects, just have a look at recent niti ayog reports..this guys is just a liar",tamil nadu is visibly in top in every aspects just have a look at recent niti ayog reportsthis guys is just a liar,Negative,
9jaWJSIP3LM,"Annamalai is useless tbh, he's lost both the elections when he contested. Refused to contest this time, just dialogs and no performance",annamalai is useless tbh hes lost both the elections when he contested refused to contest this time just dialogs and no performance,Negative,BJP
9jaWJSIP3LM,Dmk stalin go away.,dmk stalin go away,Negative,DMK
9jaWJSIP3LM,கூதில ஜெயிப்பே,கூதில ஜெயிப்பே,Neutral,
9jaWJSIP3LM,So BJP run states are clean ?,so bjp run states are clean,Neutral,BJP
9jaWJSIP3LM,"Hi Annamalai 
You should first go to other states schools , toilets and roads then you come and talk","hi annamalai 
you should first go to other states schools  toilets and roads then you come and talk",Neutral,BJP
9jaWJSIP3LM,Always dmk win,always dmk win,Positive,DMK
9jaWJSIP3LM,This fellow is the biggest baffoon in tamilnadu 😂😂😂,this fellow is the biggest baffoon in tamilnadu,Negative,
9jaWJSIP3LM,Deffffffinetly there will b a changr❤❤❤❤❤,deffffffinetly there will b a changr,Neutral,
9jaWJSIP3LM,May Lord Muruga guide and bless Anamalai and NDA alliance in defeating DMK ❤,may lord muruga guide and bless anamalai and nda alliance in defeating dmk,Positive,DMK
9jaWJSIP3LM,Wait. Arnab also will join you when you start cleaning TN roads soon 😂😂😂😂,wait arnab also will join you when you start cleaning tn roads soon,Neutral,
9jaWJSIP3LM,I think he is referring Bihar and Up😂,i think he is referring bihar and up,Neutral,
9jaWJSIP3LM,DMK already won easily 😂,dmk already won easily,Positive,DMK
9jaWJSIP3LM,Annamalai in particular is an asset to TN,annamalai in particular is an asset to tn,Positive,BJP
9jaWJSIP3LM,Great job by Annamalai Sir💐🪷👏👍,great job by annamalai sir,Positive,BJP
9jaWJSIP3LM,I hope he wins❤🎉,i hope he wins,Positive,
9jaWJSIP3LM,"You fool, they have brought TN to no.1 in gdp. Roads are not clean? Go see north you fit for nothing fellow.",you fool they have brought tn to no1 in gdp roads are not clean go see north you fit for nothing fellow,Negative,
9jaWJSIP3LM,Sir 💯 percent truth and correct,sir  percent truth and correct,Neutral,
9jaWJSIP3LM,"Annamalai,hygiene is a very serious problem in India,not in TN only.India needs a reset",annamalaihygiene is a very serious problem in indianot in tn onlyindia needs a reset,Negative,BJP
9jaWJSIP3LM,Hahahaaaa !!!! Joker at large,hahahaaaa  joker at large,Positive,
9jaWJSIP3LM,TN people do not recognize good leader they want alcohol not development,tn people do not recognize good leader they want alcohol not development,Negative,
9jaWJSIP3LM,👏👏👏👏👌👌God bless u,god bless u,Positive,
9jaWJSIP3LM,Conversation between a Crony and a Comedian.,conversation between a crony and a comedian,Neutral,
9jaWJSIP3LM,There's no public toilet in north india 😂,theres no public toilet in north india,Negative,
9jaWJSIP3LM,DMK is a curse to the Nation!,dmk is a curse to the nation,Negative,DMK
9jaWJSIP3LM,"He's inspiring people don't u know,we can change mindset of people, he's doing a miracle for people 🙏🙏🙏",hes inspiring people dont u knowwe can change mindset of people hes doing a miracle for people,Positive,
9jaWJSIP3LM,Can you predict it,can you predict it,Neutral,
9jaWJSIP3LM,"We will do anything and everything to win the upcoming election. The biggest electoral fraud is being prepared to strip citizens of their democratic rights.  

Annamalai, remember this. The people of Tamil Nadu are watching you and your alliances led by the BJP as you all resort to dirty tricks just like in other states done by your NDA.","we will do anything and everything to win the upcoming election the biggest electoral fraud is being prepared to strip citizens of their democratic rights  

annamalai remember this the people of tamil nadu are watching you and your alliances led by the bjp as you all resort to dirty tricks just like in other states done by your nda",Negative,BJP
9jaWJSIP3LM,Jai Gurudev pl take Gurudev's 🙌  U will WIN and we want that Annamalai Sir,jai gurudev pl take gurudevs   u will win and we want that annamalai sir,Positive,BJP
9jaWJSIP3LM,Banana Superpower 😂,banana superpower,Positive,
9jaWJSIP3LM,😂😂😂 he is comparing with delhi thats bit too much,he is comparing with delhi thats bit too much,Negative,
9jaWJSIP3LM,"Islamic National Congress is the mother of destroyer of original Constitution framed under Bharat Ratna Dr Ambedkar's Chairmanship. He was insulted, humiliated and made to resign from Govt/Congress. Dr Ambedkar himself has said that ""The day the Congress dies, true Democracy will begin in India"" 
The Irony is Congress's Mohammed Ghazani😡is  trying again and again for making Bharat weakest by colluding with Terroristan, China & Deepstate in USA.","islamic national congress is the mother of destroyer of original constitution framed under bharat ratna dr ambedkars chairmanship he was insulted humiliated and made to resign from govtcongress dr ambedkar himself has said that the day the congress dies true democracy will begin in india 
the irony is congresss mohammed ghazaniis  trying again and again for making bharat weakest by colluding with terroristan china  deepstate in usa",Negative,AIADMK
9jaWJSIP3LM,"Lol please don’t make Tamil Nadu a third world like the north

Also This journalist, keeps barking and licks B*P a$$","lol please dont make tamil nadu a third world like the north

also this journalist keeps barking and licks bp a",Negative,AIADMK
9jaWJSIP3LM,BJP never win in TN…,bjp never win in tn,Negative,BJP
9jaWJSIP3LM,No congress 😂😂😂😂,no congress,Neutral,
9jaWJSIP3LM,He can't win,he cant win,Negative,
9jaWJSIP3LM,1 seat tisukura mundu neeke seat evvaledukadara,1 seat tisukura mundu neeke seat evvaledukadara,Negative,
9jaWJSIP3LM,போடா punda,போடா punda,Negative,
9jaWJSIP3LM,"मादरचोद अर्नब, तेरी गांड लाल कर देंगे थप्पड़ मार मार के; बीजेपी बाहर होने दे। तू देश छोड़ के भागने की कोशिश करेगा",मदरचद अरनब तर गड लल कर दग थपपड मर मर क बजप बहर हन द त दश छड क भगन क कशश करग,Negative,
9jaWJSIP3LM,I don't know who is going to win tamilnadu election but vijay Thalapathi definitely backed by BJP,i dont know who is going to win tamilnadu election but vijay thalapathi definitely backed by bjp,Neutral,"BJP,TVK"
9jaWJSIP3LM,Both journalist and participant are no use of India,both journalist and participant are no use of india,Negative,
9jaWJSIP3LM,Tamilnadu will kick out gujrati goons and their slave goons from tamilnadu in 2026.,tamilnadu will kick out gujrati goons and their slave goons from tamilnadu in 2026,Negative,
9jaWJSIP3LM,"We will do anything 😃😃😃and everything 😂😂😂, not for allotment of funds to education, allotment of funds to AIIMS, and metro 😂😂😂😂",we will do anything and everything  not for allotment of funds to education allotment of funds to aiims and metro,Neutral,
9jaWJSIP3LM,"I can not beat them but they should go.
Hahahaha😅😅😅😅😅😅😅😅","i can not beat them but they should go
hahahaha",Positive,
9jaWJSIP3LM,Annamalai and the bjp has no chance in Tamil Nadu. But as he says they will do anything and everything to win including rigging the election.,annamalai and the bjp has no chance in tamil nadu but as he says they will do anything and everything to win including rigging the election,Negative,BJP
9jaWJSIP3LM,Shameless fraud guy saying nonsense and he failed to serve the people as IPS.,shameless fraud guy saying nonsense and he failed to serve the people as ips,Negative,
9jaWJSIP3LM,"Both are not having in-depth knowledge about Tamil Nadu social setup and people sentiments. 
Westage if time","both are not having indepth knowledge about tamil nadu social setup and people sentiments 
westage if time",Negative,
9jaWJSIP3LM,You are the hope never give up come whatmay,you are the hope never give up come whatmay,Positive,
9jaWJSIP3LM,BRILLIANT EXPLANATION,brilliant explanation,Positive,
9jaWJSIP3LM,Two jokers of bjp 😅,two jokers of bjp,Negative,BJP
9jaWJSIP3LM,Tamilnadu has the fastest growing economy 😅 ye joker tamilnadu ko bihar bnana chwhta hai😅,tamilnadu has the fastest growing economy  ye joker tamilnadu ko bihar bnana chwhta hai,Positive,
9jaWJSIP3LM,"Arnab please shutup, public is well informed without you or your channel, you are highly biased, they will not win, even with your channel support they will lose",arnab please shutup public is well informed without you or your channel you are highly biased they will not win even with your channel support they will lose,Negative,
9jaWJSIP3LM,Next CM Tamil Nadu,next cm tamil nadu,Neutral,
9jaWJSIP3LM,"IF BJP WINS TAMIL NADU ELECTION, TAMIL NADU WILL BE RUINED. ANNAMALAI IS THE LAPDOG OF ARYAN NORTH INDIANS.",if bjp wins tamil nadu election tamil nadu will be ruined annamalai is the lapdog of aryan north indians,Negative,BJP
9jaWJSIP3LM,BJP Modi Loosu dog barking 💩💩💩🤮🤮,bjp modi loosu dog barking,Negative,BJP
9jaWJSIP3LM,Annamalai trying to make Tamizhnadu like UP and Bihar,annamalai trying to make tamizhnadu like up and bihar,Negative,BJP
9jaWJSIP3LM,"How they dragging sir , if bjp come like bihar and up tamilnadu come down, how annamalai become ips because Tamilnadu education",how they dragging sir  if bjp come like bihar and up tamilnadu come down how annamalai become ips because tamilnadu education,Negative,BJP
9jaWJSIP3LM,He will be the future prime minister of India ❤,he will be the future prime minister of india,Neutral,
9jaWJSIP3LM,Clear the national waste Bjp first,clear the national waste bjp first,Negative,BJP
9jaWJSIP3LM,In your dream annamalai ji,in your dream annamalai ji,Positive,BJP
9jaWJSIP3LM,What an idiot!!! Complain Complain Complain. Even your Modi does that same thing.,what an idiot complain complain complain even your modi does that same thing,Negative,BJP
9jaWJSIP3LM,"Swatch Tamil Nadu!
Clean Tamil Nadu, Remove DMK Garbages from Tamil Nadu!","swatch tamil nadu
clean tamil nadu remove dmk garbages from tamil nadu",Negative,DMK
9jaWJSIP3LM,Annamalai is thd right man for Tamil Nadu.,annamalai is thd right man for tamil nadu,Positive,BJP
9jaWJSIP3LM,NDA will form a government,nda will form a government,Neutral,
9jaWJSIP3LM,Annamalai ji beat dmk,annamalai ji beat dmk,Negative,"DMK,BJP"
9jaWJSIP3LM,How about your central government performance on the same parameters that u see TN has failed annamalai,how about your central government performance on the same parameters that u see tn has failed annamalai,Negative,BJP
9jaWJSIP3LM,Attukutti is irrelevant in tamil nadu. This stupid fellow has been sent back. He is no longer the TN BJP leader. Says a lot about his idiotic brains.,attukutti is irrelevant in tamil nadu this stupid fellow has been sent back he is no longer the tn bjp leader says a lot about his idiotic brains,Negative,BJP
9jaWJSIP3LM,Arnab is so heartbroken that DMK is invincible and his master Modi may not win tamil nadu.,arnab is so heartbroken that dmk is invincible and his master modi may not win tamil nadu,Negative,"DMK,BJP"
9jaWJSIP3LM,Not happening anytime soon but I support the guy’s efforts,not happening anytime soon but i support the guys efforts,Positive,
9jaWJSIP3LM,Annamalai: we will win but look how filthy is New Delhi I can't even walk bare feet on the road for my prayers.,annamalai we will win but look how filthy is new delhi i cant even walk bare feet on the road for my prayers,Negative,BJP
9jaWJSIP3LM,Economically tamil nadu is the fast growing state in the country under Dmk so In2026 dmk will get in power with150+ seats,economically tamil nadu is the fast growing state in the country under dmk so in2026 dmk will get in power with150 seats,Positive,DMK
9jaWJSIP3LM,Dragging TN down? Are you daft 😂,dragging tn down are you daft,Negative,
9jaWJSIP3LM,Economically dragging down? 😂😂😂 Arnab got his paycheck 😂,economically dragging down  arnab got his paycheck,Negative,
9jaWJSIP3LM,They dragging down you will upbring the status like UP Bihar and MP. Stop this drama man,they dragging down you will upbring the status like up bihar and mp stop this drama man,Negative,
9jaWJSIP3LM,We will anything and everything? That's the problem.,we will anything and everything thats the problem,Negative,
9jaWJSIP3LM,Annamalai is deposit looser. He is no more with BjP😂❤,annamalai is deposit looser he is no more with bjp,Negative,BJP
9jaWJSIP3LM,Full of lie,full of lie,Negative,
9jaWJSIP3LM,More hardworking required😊,more hardworking required,Neutral,
9jaWJSIP3LM,You won't win ever never,you wont win ever never,Negative,
9jaWJSIP3LM,Righteous man Annamalai will win no doubt. Just a matter of time,righteous man annamalai will win no doubt just a matter of time,Positive,BJP
9jaWJSIP3LM,more power to you,more power to you,Positive,
9jaWJSIP3LM,You won't win Annamalai.,you wont win annamalai,Negative,BJP
9jaWJSIP3LM,Anamalai joker 🃏,anamalai joker,Negative,
9jaWJSIP3LM,When 2 jokers communicate😂,when 2 jokers communicate,Neutral,
9jaWJSIP3LM,He walked in Uttar Pradesh,he walked in uttar pradesh,Neutral,
9jaWJSIP3LM,No chance dmk will win for sure 😂,no chance dmk will win for sure,Negative,DMK
9jaWJSIP3LM,If given a free hand Annamalai can do the trick.,if given a free hand annamalai can do the trick,Positive,BJP
9jaWJSIP3LM,Annamalai sir u will win no matter how much the dogs bark at you 🇮🇳🇮🇳🇮🇳🇮🇳,annamalai sir u will win no matter how much the dogs bark at you,Positive,BJP
9jaWJSIP3LM,Yes if the BJP won the people can forget education system same like up and Bihar States,yes if the bjp won the people can forget education system same like up and bihar states,Negative,BJP
9jaWJSIP3LM,40 outoff 40...,40 outoff 40,Neutral,
9jaWJSIP3LM,"bro
dai nee dmk bjp congress u will never enter tamil nadhu","bro
dai nee dmk bjp congress u will never enter tamil nadhu",Negative,"DMK,BJP"
9jaWJSIP3LM,Respected arnab sir I am aged58waching politics today DMK is spoiled Tami nadau sir as a comman man I want to tell this corrupt DMK should be throw,respected arnab sir i am aged58waching politics today dmk is spoiled tami nadau sir as a comman man i want to tell this corrupt dmk should be throw,Negative,DMK
9jaWJSIP3LM,"Annamalai for godi media:👸🏾👸🏾

Annamalai for tamil nadu: 🤡🤡","annamalai for godi media

annamalai for tamil nadu",Neutral,BJP
9jaWJSIP3LM,Delhi is a crime capital get rid of that first.,delhi is a crime capital get rid of that first,Negative,
9jaWJSIP3LM,He was unable to win TN being a challenging person.Now he is not at all leader.,he was unable to win tn being a challenging personnow he is not at all leader,Negative,
9jaWJSIP3LM,"ANNAMALAI IS GREATER THAN MODI IN ALL ASPECTS.  NO DOUBT. MODI IS NOW SCARED OF HIM. BUT YOGI IS ABOVE ALL AS HE IS HEAD OF GURU GORAKHNATH PEETH UNDER WHICH INDIA'S ALL NATH PEETHS , GURUS N AKHARAS ARE.",annamalai is greater than modi in all aspects  no doubt modi is now scared of him but yogi is above all as he is head of guru gorakhnath peeth under which indias all nath peeths  gurus n akharas are,Negative,BJP
9jaWJSIP3LM,Tvk 🎉 cm vijay❤,tvk  cm vijay,Neutral,TVK
9jaWJSIP3LM,Tamilnadu has flourished better than BJP led states for 50 years. What is he blabbering about?,tamilnadu has flourished better than bjp led states for 50 years what is he blabbering about,Negative,BJP
9jaWJSIP3LM,BJP 2026,bjp 2026,Neutral,BJP
9jaWJSIP3LM,😅😅😅 annamalai mr joker 😅😅😅,annamalai mr joker,Neutral,BJP
9jaWJSIP3LM,Where is now Mr.Annamalai ?,where is now mrannamalai,Neutral,BJP
9jaWJSIP3LM,Two jokers in serious comedy discussion 😂😂,two jokers in serious comedy discussion,Negative,
9jaWJSIP3LM,Two good comedians of Indian Union,two good comedians of indian union,Positive,
9jaWJSIP3LM,Annamalai ips ❤❤❤,annamalai ips,Neutral,BJP
9jaWJSIP3LM,Comedy piece Annamalai,comedy piece annamalai,Positive,BJP
9jaWJSIP3LM,"Nax-ali wants to Divide us for language Which is our skill not our only identity. We are Hindu and.we call #getoutnaxali 
Hindutva hi Mudda 
Hindutva hi Ekta 
Hindutva hi Shakti 
Hindutva hi Satta 
Vande Maataram Vande Hindutva ❤","naxali wants to divide us for language which is our skill not our only identity we are hindu andwe call getoutnaxali 
hindutva hi mudda 
hindutva hi ekta 
hindutva hi shakti 
hindutva hi satta 
vande maataram vande hindutva",Negative,
9jaWJSIP3LM,How they tn pulling down ?,how they tn pulling down,Neutral,
9jaWJSIP3LM,TVK Vijay❤❤❤❤,tvk vijay,Neutral,TVK
9jaWJSIP3LM,This BJP Agent Annamalai is a useless fellow at TN,this bjp agent annamalai is a useless fellow at tn,Negative,BJP
9jaWJSIP3LM,Your resolve will make you stronger and  make ppl support you for ur righteous fight for TN ppl,your resolve will make you stronger and  make ppl support you for ur righteous fight for tn ppl,Positive,
9jaWJSIP3LM,"Cannot defeat dmk.
People are dmk's slaves.

TN  youngsters addicted to alcohol &   drugs .
Slaves to briyani 
Begging for 500-1000 rupees 
TN Hindus are cowards 
TN People lifelong slaves to dmk robbers","cannot defeat dmk
people are dmks slaves

tn  youngsters addicted to alcohol    drugs 
slaves to briyani 
begging for 5001000 rupees 
tn hindus are cowards 
tn people lifelong slaves to dmk robbers",Negative,DMK
9jaWJSIP3LM,Annamali C M TAMILNADU IN 2026,annamali c m tamilnadu in 2026,Neutral,
